0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
PM,0.00756539444962,0.0681704267468,8.9450232561e-05,-0.00756105234944,-0.0334532264333,0.047901219456,0.0160507718728,0.0171604189546,-0.0458539378043,0.0494591640869,0.147567181644,0.152797150187,0.0204515941674,0.0503543636946,-0.127895989072,-0.0738823844341,-0.11986047334,-0.155297628261,-0.225225454674,0.658213974386,0.000114937394489,0.000807497229001,0.000253494157149,0.000242229612966,0.254098514501,0.244297894009,0.208320396242,0.168654287244,0.205337017218,0.163798124486,0.206212050006,0.164370270744,0.197807056245,0.153511754655,0.259400974912,0.307952951307,0.500391247002,0.530802812634,0.687736240024,0.577205404471,,,,,,,,,,,,,,,,,,,,,0.00107118285122,12426584,19
GGP,0.000832978444727,0.00671945917241,8.0893140229e-05,-0.000829841698397,-0.0258138667209,-0.0743114981962,-0.0248978844448,-0.162562015898,-0.00148856277868,0.0479818875446,0.0723503384771,0.0155450721105,0.0633134745126,0.0222119382941,-0.00911297071593,-0.0482611388512,0.0240650437319,0.000126396335712,-0.283375938583,-0.700272133226,3.02078272407e-05,0.000188942031199,6.07413995327e-05,5.474962088e-05,0.0463582274965,0.0634132799253,0.0430229662612,0.0550040855186,0.0392097247156,0.0518111917956,0.0364892265264,0.0511450620288,0.0365754385978,0.0507214148939,0.0387941901263,0.0531493428328,0.044599078348,0.0833537851826,0.0500682671501,0.382825276105,,,,,,,,,,,,,,,,,,,,,0.000631281270888,4088030,19
CLX,0.137781753446,1.10811074389,0.0015514725772,-0.137746414833,0.405134523612,1.36801351613,2.93543822664,2.40635153953,-4.56350334592,2.76914299953,-1.91846517899,0.225609397868,-1.37477035959,1.0703125187,-1.17066876271,1.06488733572,-2.93235104172,2.25538218169,-148.032062447,-4.39918924419,0.00649849254714,0.040141363265,0.0168288710288,0.0164589415865,8.1808060066,6.23443341888,8.05332580093,5.80063223306,8.0583312706,5.79056345675,8.00421178442,5.65142472982,7.91653679524,5.49948733609,8.54853887996,6.55322719937,40.4962603576,29.1345127854,159.984980417,44.384169639,,,,,,,,,,,,,,,,,,,,,0.000531269782497,2736327,19
RAD,0.000284857170535,0.00213982416555,9.43293462274e-06,-0.000284588946173,0.0137697307178,0.0112171489102,0.00300344595882,0.00333607073225,-0.000970288619302,0.000615815161017,0.00115513424417,0.00191099717959,0.0029593690945,0.00320545670811,0.00454178198933,-0.0424215344414,0.00241706036118,-0.0126905234237,0.00195046241323,0.00549004616007,4.54688158784e-06,4.24229743125e-05,1.07030827446e-05,6.91119757986e-06,0.00906393310439,0.00669306267221,0.00844953471776,0.00616714642218,0.00862229335036,0.00601836129231,0.00892808350963,0.00692217919345,0.00918582114654,0.00706568430993,0.0209098385106,0.0260948057193,0.00893572447082,0.0575340188377,0.00953642840737,0.0137401887129,,,,,,,,,,,,,,,,,,,,,0.00407058743559,1774919,19
RPAI,0.000656233046354,0.00345644087613,4.25469336413e-05,-0.000654565646957,-0.0234418994139,-0.104363831769,-0.00702197664581,0.0527814736082,-0.00706350670051,0.00451293458086,0.0355619912332,-0.00348585194306,0.00344531001908,0.00315347936648,0.0139840319243,0.00580559399147,-0.0374793232703,0.0162129811207,-0.0171977683853,-0.93898382174,2.53937531463e-05,0.000169786068154,5.11651197028e-05,4.15317647793e-05,0.0384410487155,0.0326498599224,0.0354729333953,0.0286836084523,0.0353328376937,0.0268037825678,0.0353652030003,0.0255787219878,0.0347289971333,0.0251865461709,0.0358316126109,0.0286238528071,0.0518892397599,0.0582806105909,0.0709298134269,0.301710086741,,,,,,,,,,,,,,,,,,,,,0.00087138180356,1539544,19
HLX,1.86418818033e-05,6.0416632176e-05,3.72633400694e-07,-1.62487332055e-05,0.00022588062904,8.1192493813e-05,0.000457189738631,9.95194003864e-05,0.000377818533616,0.000220266963855,-0.000121849118755,0.000236053268394,0.000160881450788,0.00023620661651,9.99520237059e-05,0.000152530506496,8.95123633629e-06,0.000298532018076,-1.91015298975e-05,0.000434485570498,5.52003555511e-07,2.97826611334e-06,1.09808961305e-06,9.80128213849e-07,0.000691477445552,0.000951685376356,0.000739061760858,0.000983242166431,0.000663166095273,0.000747057245314,0.000478704469535,0.000637874773844,0.000427404702766,0.000625394878508,0.000424954266935,0.000621422347122,0.000437099561788,0.000644415066173,0.000442105534053,0.000666914612991,,,,,,,,,,,,,,,,,,,,,0.0025196322705,751390,19
YDKN,0.000272424588007,0.00138150081401,-8.85164870465e-06,-0.000252929068091,-0.00102180724171,-0.00893788235845,-0.00283304220931,-0.0010318185475,0.000583397923096,0.0039721935641,0.000300100510962,0.00240396123601,0.000420463353575,0.00177576356608,0.00183946213075,0.00249851668407,0.000396931262372,0.00343929497478,-0.0124451845991,-0.00844682039067,1.66160147659e-05,0.000134936745705,4.70420646209e-05,4.65778749628e-05,0.00927790405171,0.0193581497496,0.00877320600807,0.0189230352502,0.00859466687462,0.0189246490034,0.00833721453528,0.0186560369747,0.00821419459257,0.0185622668196,0.0082808780502,0.018594379534,0.0345039617243,0.02179373689,0.0282537109968,0.0392658216091,,,,,,,,,,,,,,,,,,,,,0.000533030138129,803007,19
IHS,0.0555482285982,0.247426164868,0.00609280788246,-0.0554168211459,-0.0174566854731,-0.00717878616441,-0.0937619733769,-0.401958060355,0.16690605722,0.238849964774,0.25520954284,0.3668573469,0.0819649933366,0.151319894448,0.0492990918651,0.0307620739355,-0.263368012619,16.9022261561,-2.16880447506,-89.1931891943,0.00171380040732,0.012431253809,0.00397981279041,0.00382822695473,1.37298679799,1.78956405422,1.35719335679,1.74703846923,1.34586862849,1.73381585897,1.33947932955,1.72864260784,1.33052109408,1.72461527259,1.37443719248,1.7453957823,6.80581693954,16.0111514111,2.85244187777,15.3507574063,,,,,,,,,,,,,,,,,,,,,0.00255700751481,668619,19
SRI,6.33373394077e-05,0.000342726568231,-1.05034417375e-05,-3.3274466863e-05,0.000357527914795,-0.000238467838316,0.000549517297099,0.000130921823292,0.000362128741762,0.000212626381608,0.000510882881988,0.000105173557624,0.000724725776559,9.44126009839e-05,0.000629781304629,7.93955027904e-05,0.0020696386301,-0.000217998175931,0.000358741019233,-0.00532263160644,1.30117759402e-06,1.37696781837e-05,3.48327589022e-06,3.45303941121e-06,0.0015739407054,0.000831375404214,0.00155760024132,0.000793956047252,0.00154624903614,0.000778083578269,0.00154198120152,0.000771275368421,0.00153892078822,0.000765494278256,0.00153916891675,0.00076578968365,0.0017526977117,0.000912432544915,0.00187916615211,0.00176524101592,,,,,,,,,,,,,,,,,,,,,0.00756062050855,467856,19
TAC,3.77606105333e-05,0.000204397760798,7.78814250159e-06,-3.59537149862e-05,0.00132779546635,0.000540478456992,-0.000266606414737,0.00101623568863,0.00104954892575,-0.00199749703463,-0.000591342721602,0.000945931752357,-0.000683713960335,0.000535336937223,4.53405752013e-05,0.000394352928039,0.00172885621646,0.00123539166398,0.00035635953659,0.000140892170841,1.90510594395e-06,1.36147260281e-05,4.09311107596e-06,3.1505005398e-06,0.00133171904389,0.00188206090853,0.00148447191024,0.00187206349988,0.00126597517083,0.00176632880283,0.00109954383254,0.00165851681424,0.000996446034447,0.00160702089646,0.000999854641185,0.0016051787672,0.00133371716609,0.00248571798975,0.00107955332167,0.00284939865579,,,,,,,,,,,,,,,,,,,,,0.00244818885878,306262,19
